axis-0,axis-1,axis-2,label,type,index,Notes
300.96890905191094,463.9995945025528,456.091373933274,13,Ambiguous,1,
248.86545995017005,487.9926904583034,528.7225419096288,14,Ambiguous,2,
237.20312654277933,538.8648222359792,620.0175374617004,15,Ambiguous,3,
