Group1,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Group11,Group12
25.246863334189683,NA,NA,NA,NA,NA,NA,NA,294.5217029333917,NA,NA,337.1400879787176
NA,NA,74.98924633033862,NA,NA,179.79787255359008,NA,NA,NA,NA,NA,NA
NA,NA,NA,137.4663102121495,NA,NA,251.47062663726112,286.6595295330059,NA,313.8995863839148,328.3793769336943,NA
NA,NA,NA,NA,NA,NA,NA,NA,294.5425490991179,NA,NA,336.73310712772576
NA,69.7893383195948,NA,NA,146.79960111965556,NA,NA,NA,NA,NA,NA,NA
