axis-0,axis-1,axis-2,label,type,index,Notes
345.00001662502564,395.0608015156191,423.47624419720023,4,Ambiguous,1,
277.21378780483786,435.98652770660027,509.4266389503204,5,Ambiguous,2,
260.95535051436997,495.75546076491344,597.0070623870109,6,Ambiguous,3,
