Group1,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Group11,Group12,Group13,Group14,Group15
NA,5.462683068600536,8.167914836657236,NA,NA,NA,NA,NA,31.319474639323428,NA,37.552443010333434,40.91082098991835,41.92670416725907,NA,NA
NA,5.363884516147679,8.116082556607095,10.850166030618002,NA,NA,NA,27.320835465527978,30.859815863662682,NA,NA,41.108278999603215,42.02575160400226,47.56579362899818,NA
2.0507330685798495,6.609230722687429,NA,10.021137995161082,13.344962802831287,16.741154229155867,NA,NA,31.178788959946562,33.5580252126766,NA,NA,43.1878383041891,NA,NA
1.8401852088961426,5.541902064690665,8.353607466530582,10.114230844731406,NA,NA,21.090414633865368,NA,31.360450556296996,34.32719949961819,NA,40.153315528476405,42.204662206295694,47.341677550917204,49.30069692527256
NA,6.246625440856573,8.07141949333987,10.558982995366526,NA,18.219914865888683,NA,26.02815537865687,30.87784373610286,NA,38.45973471398264,40.47659136723247,41.53640530077277,47.39215566316415,NA
2.8734707451611228,6.601179808782287,7.638526306529082,9.494737051075548,14.186955959335766,NA,NA,NA,32.137145309122424,35.8116177428097,NA,40.415807962684546,43.35461570044479,48.337333052822146,NA
