axis-0,axis-1,axis-2,label,type,index,Notes
329.0021535226965,476.01989785185646,455.07865352100026,7,Ambiguous,1,
280.8981671630161,503.95798545038423,532.2849327836922,8,Ambiguous,2,
261.5034614101071,555.8123486723483,620.0029437235836,9,Ambiguous,3,
