axis-0,axis-1,axis-2,label,type,index,Notes
280.7150958046828,503.7075638116702,413.6168563812933,10,Ambiguous,1,
237.1992373376714,534.0024026497231,493.1610282129325,11,Ambiguous,2,
217.00020642495411,592.0148343887851,583.0065181359724,12,Ambiguous,3,
