axis-0,axis-1,axis-2,label,type,index,Notes
332.8477758171588,426.03265030489933,476.65059445806605,1,Ambiguous,1,
272.9911443299602,456.00244551551623,548.1422508671628,2,Ambiguous,2,
256.668903541119,509.3562240730083,636.5117123581899,3,Ambiguous,3,
